label,champion_name,ranking_tier,ranking_code,ranking_faction_code,ranking_faction_name,ranking_rarity_code,ranking_rarity_name,ranking_role_code,ranking_role_name,ranking_affinity_code,ranking_affinity_name,ranking_order,ranking_index_url,source_url,source_image_url,raw_page_path,raw_image_path,processed_image_path,debug_image_path,crop_box,image_width,image_height
deathchanter,Deathchanter,C,OR-RHM,OR,Orcs,R,Rare,H,HP,M,Magic,800,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-deathchanter-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Deathchanter.jpg,data/raw/pages/raid_shadow_legends_deathchanter_skill_mastery_equip_guide.html,data/raw/images/deathchanter_63ed9def58.jpg,data/processed/icons/deathchanter.png,data/processed/debug/deathchanter_crop_debug.jpg,"14,378,197,532",48,64
deathless,Deathless,C,KR-EDS,KR,Knights Revenant,E,Epic,D,Defense,S,Spirit,651,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-deathless-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Deathless.jpg,data/raw/pages/raid_shadow_legends_deathless_skill_mastery_equip_guide.html,data/raw/images/deathless_a69cce947b.jpg,data/processed/icons/deathless.png,data/processed/debug/deathless_crop_debug.jpg,"14,378,197,532",48,64
deephook_nagis,Deephook Nagis,B,AR-EDV,AR,Argonites,E,Epic,D,Defense,V,Void,520,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-deephook-nagis-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Deephook_Nagis.jpg,data/raw/pages/raid_shadow_legends_deephook_nagis_skill_mastery_equip_guide.html,data/raw/images/deephook_nagis_348e41497c.jpg,data/processed/icons/deephook_nagis.png,data/processed/debug/deephook_nagis_crop_debug.jpg,"14,378,197,532",48,64
defiled_sinner,Defiled Sinner,C,UH-EAF,UH,Undead Hordes,E,Epic,A,Attack,F,Force,652,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-defiled-sinner-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Defiled_Sinner.jpg,data/raw/pages/raid_shadow_legends_defiled_sinner_skill_mastery_equip_guide.html,data/raw/images/defiled_sinner_339cb52a27.jpg,data/processed/icons/defiled_sinner.png,data/processed/debug/defiled_sinner_crop_debug.jpg,"14,378,197,532",48,64
delaaja,Delaaja,B,LZ-EHS,LZ,Lizardmen,E,Epic,H,HP,S,Spirit,521,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-delaaja-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Delaaja.jpg,data/raw/pages/raid_shadow_legends_delaaja_skill_mastery_equip_guide.html,data/raw/images/delaaja_16a4ce421a.jpg,data/processed/icons/delaaja.png,data/processed/debug/delaaja_crop_debug.jpg,"14,378,197,532",48,64
deliana,Deliana,A,HE-LHF,HE,High Elves,L,Legendary,H,HP,F,Force,154,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-deliana-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Deliana.jpg,data/raw/pages/raid_shadow_legends_deliana_skill_mastery_equip_guide.html,data/raw/images/deliana_711634bfbe.jpg,data/processed/icons/deliana.png,data/processed/debug/deliana_crop_debug.jpg,"14,378,197,532",48,64
delver,Delver,B,DE-EAS,DE,Dark Elves,E,Epic,A,Attack,S,Spirit,522,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-delver-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Delver.jpg,data/raw/pages/raid_shadow_legends_delver_skill_mastery_equip_guide.html,data/raw/images/delver_4b1930f69c.jpg,data/processed/icons/delver.png,data/processed/debug/delver_crop_debug.jpg,"14,378,197,532",48,64
demytha,Demytha,S,DW-ESV,DW,Dwarves,E,Epic,S,Support,V,Void,415,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-demytha-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Demytha.jpg,data/raw/pages/raid_shadow_legends_demytha_skill_mastery_equip_guide.html,data/raw/images/demytha_843418ffa0.jpg,data/processed/icons/demytha.png,data/processed/debug/demytha_crop_debug.jpg,"14,378,197,532",48,64
denid_the_tusk_knight,Denid the Tusk Knight,C,BL-RDV,BL,Banner Lords,R,Rare,D,Defense,V,Void,801,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-denid-the-tusk-knight-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Denid_the_Tusk_Knight.jpg,data/raw/pages/raid_shadow_legends_denid_the_tusk_knight_skill_mastery_equip_guide.html,data/raw/images/denid_the_tusk_knight_20313d724b.jpg,data/processed/icons/denid_the_tusk_knight.png,data/processed/debug/denid_the_tusk_knight_crop_debug.jpg,"14,378,197,532",48,64
dervish,Dervish,S,BA-UAM,BA,Barbarians,U,Uncommon,A,Attack,M,Magic,931,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dervish-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dervish.jpg,data/raw/pages/raid_shadow_legends_dervish_skill_mastery_equip_guide.html,data/raw/images/dervish_a03259c68f.jpg,data/processed/icons/dervish.png,data/processed/debug/dervish_crop_debug.jpg,"14,378,197,532",48,64
dhampir,Dhampir,S,UH-UAS,UH,Undead Hordes,U,Uncommon,A,Attack,S,Spirit,932,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dhampir-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dhampir.jpg,data/raw/pages/raid_shadow_legends_dhampir_skill_mastery_equip_guide.html,data/raw/images/dhampir_d3b8b1d2f2.jpg,data/processed/icons/dhampir.png,data/processed/debug/dhampir_crop_debug.jpg,"14,378,197,532",48,64
dhukk_the_pierced,Dhukk the Pierced,S,OR-EDM,OR,Orcs,E,Epic,D,Defense,M,Magic,416,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dhukk-the-pierced-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dhukk_the_Pierced.jpg,data/raw/pages/raid_shadow_legends_dhukk_the_pierced_skill_mastery_equip_guide.html,data/raw/images/dhukk_the_pierced_b6941dd5b9.jpg,data/processed/icons/dhukk_the_pierced.png,data/processed/debug/dhukk_the_pierced_crop_debug.jpg,"14,378,197,532",48,64
diabolist,Diabolist,B,DS-RSM,DS,Demonspawn,R,Rare,S,Support,M,Magic,731,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-diabolist-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Diabolist.jpg,data/raw/pages/raid_shadow_legends_diabolist_skill_mastery_equip_guide.html,data/raw/images/diabolist_f0b61418fc.jpg,data/processed/icons/diabolist.png,data/processed/debug/diabolist_crop_debug.jpg,"14,378,197,532",48,64
diamant_coppercoin,Diamant Coppercoin,A,OT-LSV,OT,Ogryn Tribes,L,Legendary,S,Support,V,Void,155,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-diamant-coppercoin-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Diamant_Coppercoin.jpg,data/raw/pages/raid_shadow_legends_diamant_coppercoin_skill_mastery_equip_guide.html,data/raw/images/diamant_coppercoin_fd73a5ce54.jpg,data/processed/icons/diamant_coppercoin.png,data/processed/debug/diamant_coppercoin_crop_debug.jpg,"14,378,197,532",48,64
dilgol,Dilgol,A,DW-RAV,DW,Dwarves,R,Rare,A,Attack,V,Void,707,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dilgol-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dilgol.jpg,data/raw/pages/raid_shadow_legends_dilgol_skill_mastery_equip_guide.html,data/raw/images/dilgol_1f45b98d34.jpg,data/processed/icons/dilgol.png,data/processed/debug/dilgol_crop_debug.jpg,"14,378,197,532",48,64
dirandil,Dirandil,C,DE-EAF,DE,Dark Elves,E,Epic,A,Attack,F,Force,653,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dirandil-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dirandil.jpg,data/raw/pages/raid_shadow_legends_dirandil_skill_mastery_equip_guide.html,data/raw/images/dirandil_028f49346d.jpg,data/processed/icons/dirandil.png,data/processed/debug/dirandil_crop_debug.jpg,"14,378,197,532",48,64
djamarsa,Djamarsa,B,BA-ESF,BA,Barbarians,E,Epic,S,Support,F,Force,523,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-djamarsa-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Djamarsa.jpg,data/raw/pages/raid_shadow_legends_djamarsa_skill_mastery_equip_guide.html,data/raw/images/djamarsa_7ababf2de4.jpg,data/processed/icons/djamarsa.png,data/processed/debug/djamarsa_crop_debug.jpg,"14,378,197,532",48,64
dolor_lorekeeper,Dolor Lorekeeper,F,DW-RSF,DW,Dwarves,R,Rare,S,Support,F,Force,884,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dolor-lorekeeper-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dolor_Lorekeeper.jpg,data/raw/pages/raid_shadow_legends_dolor_lorekeeper_skill_mastery_equip_guide.html,data/raw/images/dolor_lorekeeper_8ffe8d75e5.jpg,data/processed/icons/dolor_lorekeeper.png,data/processed/debug/dolor_lorekeeper_crop_debug.jpg,"14,378,197,532",48,64
donatello,Donatello,A,LZ-LSM,LZ,Lizardmen,L,Legendary,S,Support,M,Magic,156,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-donatello-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Donatello.jpg,data/raw/pages/raid_shadow_legends_donatello_skill_mastery_equip_guide.html,data/raw/images/donatello_1dfaf1cf56.jpg,data/processed/icons/donatello.png,data/processed/debug/donatello_crop_debug.jpg,"14,378,197,532",48,64
doompriest,Doompriest,A,KR-ESF,KR,Knights Revenant,E,Epic,S,Support,F,Force,442,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-doompriest-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Doompriest.jpg,data/raw/pages/raid_shadow_legends_doompriest_skill_mastery_equip_guide.html,data/raw/images/doompriest_f88ad1548f.jpg,data/processed/icons/doompriest.png,data/processed/debug/doompriest_crop_debug.jpg,"14,378,197,532",48,64
doomscreech,Doomscreech,B,UH-RHV,UH,Undead Hordes,R,Rare,H,HP,V,Void,732,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-doomscreech-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Doomscreech.jpg,data/raw/pages/raid_shadow_legends_doomscreech_skill_mastery_equip_guide.html,data/raw/images/doomscreech_6fee09274a.jpg,data/processed/icons/doomscreech.png,data/processed/debug/doomscreech_crop_debug.jpg,"14,378,197,532",48,64
dracomorph,Dracomorph,S,LZ-LAM,LZ,Lizardmen,L,Legendary,A,Attack,M,Magic,51,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dracomorph-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dracomorph.jpg,data/raw/pages/raid_shadow_legends_dracomorph_skill_mastery_equip_guide.html,data/raw/images/dracomorph_486cfa31e4.jpg,data/processed/icons/dracomorph.png,data/processed/debug/dracomorph_crop_debug.jpg,"14,378,197,532",48,64
draconis,Draconis,B,SO-RHV,SO,The Sacred Order,R,Rare,H,HP,V,Void,733,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-draconis-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Draconis.jpg,data/raw/pages/raid_shadow_legends_draconis_skill_mastery_equip_guide.html,data/raw/images/draconis_d22f871aa1.jpg,data/processed/icons/draconis.png,data/processed/debug/draconis_crop_debug.jpg,"14,378,197,532",48,64
drake,Drake,C,LZ-EAS,LZ,Lizardmen,E,Epic,A,Attack,S,Spirit,654,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-drake-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Drake.jpg,data/raw/pages/raid_shadow_legends_drake_skill_mastery_equip_guide.html,data/raw/images/drake_d3c067a2aa.jpg,data/processed/icons/drake.png,data/processed/debug/drake_crop_debug.jpg,"14,378,197,532",48,64
drexthar_bloodtwin,Drexthar Bloodtwin,B,DS-LDF,DS,Demonspawn,L,Legendary,D,Defense,F,Force,311,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-drexthar-bloodtwin-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Drexthar_Bloodtwin.jpg,data/raw/pages/raid_shadow_legends_drexthar_bloodtwin_skill_mastery_equip_guide.html,data/raw/images/drexthar_bloodtwin_91fc20e3df.jpg,data/processed/icons/drexthar_bloodtwin.png,data/processed/debug/drexthar_bloodtwin_crop_debug.jpg,"14,378,197,532",48,64
drillmaster,Drillmaster,C,SO-UAM,SO,The Sacred Order,U,Uncommon,A,Attack,M,Magic,969,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-drillmaster-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Drillmaster.jpg,data/raw/pages/raid_shadow_legends_drillmaster_skill_mastery_equip_guide.html,data/raw/images/drillmaster_da4cdb955a.jpg,data/processed/icons/drillmaster.png,data/processed/debug/drillmaster_crop_debug.jpg,"14,378,197,532",48,64
drokgul_the_gaunt,Drokgul the Gaunt,B,OT-LSS,OT,Ogryn Tribes,L,Legendary,S,Support,S,Spirit,312,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-drokgul-the-gaunt-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Drokgul_the_Gaunt.jpg,data/raw/pages/raid_shadow_legends_drokgul_the_gaunt_skill_mastery_equip_guide.html,data/raw/images/drokgul_the_gaunt_e2b867c9fd.jpg,data/processed/icons/drokgul_the_gaunt.png,data/processed/debug/drokgul_the_gaunt_crop_debug.jpg,"14,378,197,532",48,64
drowned_bloatwraith,Drowned Bloatwraith,B,UH-RAV,UH,Undead Hordes,R,Rare,A,Attack,V,Void,734,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-drowned-bloatwraith-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Drowned_Bloatwraith.jpg,data/raw/pages/raid_shadow_legends_drowned_bloatwraith_skill_mastery_equip_guide.html,data/raw/images/drowned_bloatwraith_c617316313.jpg,data/processed/icons/drowned_bloatwraith.png,data/processed/debug/drowned_bloatwraith_crop_debug.jpg,"14,378,197,532",48,64
duchess_lilitu,Duchess Lilitu,S,DS-LSS,DS,Demonspawn,L,Legendary,S,Support,S,Spirit,52,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-duchess-lilitu-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Duchess_Lilitu.jpg,data/raw/pages/raid_shadow_legends_duchess_lilitu_skill_mastery_equip_guide.html,data/raw/images/duchess_lilitu_c44522204e.jpg,data/processed/icons/duchess_lilitu.png,data/processed/debug/duchess_lilitu_crop_debug.jpg,"14,378,197,532",48,64
duedan_the_runic,Duedan the Runic,B,SY-EHF,SY,Sylvan Watchers,E,Epic,H,HP,F,Force,524,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-duedan-the-runic-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Duedan_the_Runic.jpg,data/raw/pages/raid_shadow_legends_duedan_the_runic_skill_mastery_equip_guide.html,data/raw/images/duedan_the_runic_39b361d5a8.jpg,data/processed/icons/duedan_the_runic.png,data/processed/debug/duedan_the_runic_crop_debug.jpg,"14,378,197,532",48,64
duelist,Duelist,B,BL-UAF,BL,Banner Lords,U,Uncommon,A,Attack,F,Force,952,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-duelist-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Duelist.jpg,data/raw/pages/raid_shadow_legends_duelist_skill_mastery_equip_guide.html,data/raw/images/duelist_7bfc1558a4.jpg,data/processed/icons/duelist.png,data/processed/debug/duelist_crop_debug.jpg,"14,378,197,532",48,64
duhr_the_hungerer,Duhr the Hungerer,B,DS-ESS,DS,Demonspawn,E,Epic,S,Support,S,Spirit,525,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-duhr-the-hungerer-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Duhr_the_Hungerer.jpg,data/raw/pages/raid_shadow_legends_duhr_the_hungerer_skill_mastery_equip_guide.html,data/raw/images/duhr_the_hungerer_d7eaee669f.jpg,data/processed/icons/duhr_the_hungerer.png,data/processed/debug/duhr_the_hungerer_crop_debug.jpg,"14,378,197,532",48,64
dune_herald_zaharis,Dune Herald Zaharis,A,BA-LSF,BA,Barbarians,L,Legendary,S,Support,F,Force,157,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dune-herald-zaharis-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dune_Herald_Zaharis.jpg,data/raw/pages/raid_shadow_legends_dune_herald_zaharis_skill_mastery_equip_guide.html,data/raw/images/dune_herald_zaharis_1970464a5d.jpg,data/processed/icons/dune_herald_zaharis.png,data/processed/debug/dune_herald_zaharis_crop_debug.jpg,"14,378,197,532",48,64
dune_lord_greggor,Dune Lord Greggor,B,BA-LDF,BA,Barbarians,L,Legendary,D,Defense,F,Force,313,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dune-lord-greggor-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dune_Lord_Greggor.jpg,data/raw/pages/raid_shadow_legends_dune_lord_greggor_skill_mastery_equip_guide.html,data/raw/images/dune_lord_greggor_c6f1672223.jpg,data/processed/icons/dune_lord_greggor.png,data/processed/debug/dune_lord_greggor_crop_debug.jpg,"14,378,197,532",48,64
dunestrider,Dunestrider,C,BA-RAM,BA,Barbarians,R,Rare,A,Attack,M,Magic,802,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-dunestrider-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Dunestrider.jpg,data/raw/pages/raid_shadow_legends_dunestrider_skill_mastery_equip_guide.html,data/raw/images/dunestrider_f2cf9b56da.jpg,data/processed/icons/dunestrider.png,data/processed/debug/dunestrider_crop_debug.jpg,"14,378,197,532",48,64
